Edad,Ingresos_Anuales,Experiencia_Tecnológica,Estrategia_Marketing,Adopcion_Servicio_Nube,Interacciones_Redes_Sociales
57,3007.0342580699685,Baja,Publicidad en Línea,Sí,68.68931367612065
37,975.9014823361658,Alta,Publicidad en Línea,Sí,65.22303153411909
45,3584.558559272604,Baja,Marketing de Influencia,Sí,11.563830585900536
25,3237.629124633893,Baja,Marketing de Contenido,No,8.530087020121435
47,516.3790625973895,Baja,Publicidad en Línea,Sí,14.412315545796684
52,3628.4649463307655,Media,Marketing de Influencia,No,66.00244814272668
42,2317.9612800222385,Alta,Marketing de Contenido,Sí,60.991996657460405
30,2877.3577671916173,Alta,Marketing de Influencia,No,76.70671044075331
23,3357.7739251333796,Baja,Publicidad en Eventos,Sí,65.1938373307438
31,1152.213919889581,Baja,Marketing de Influencia,Sí,91.5839887079161
56,1570.1028680981167,Media,Publicidad en Eventos,Sí,31.73559257493882
33,3284.9455457070567,Baja,Marketing de Influencia,No,55.539740298136785
18,1673.4967857826325,Baja,Publicidad en Eventos,No,69.13506445775697
22,2719.599459001856,Media,Publicidad en Eventos,Sí,1.455784356221157
40,3329.521987497027,Media,Publicidad en Línea,No,12.398506680080178
48,3166.7945667059926,Media,Marketing de Influencia,Sí,55.8376052792693
50,2537.4360632578146,Alta,Publicidad en Línea,Sí,93.19669691963017
49,3720.082753263768,Media,Publicidad en Línea,Sí,36.20692230052044
54,1402.048549293103,Baja,Marketing de Contenido,Sí,6.191986565520979
21,1885.7950538556759,Baja,Publicidad en Línea,Sí,96.06005519623508
53,3158.945223000367,Baja,Publicidad en Eventos,No,32.39141581772326
37,3119.0034587227083,Alta,Marketing de Influencia,Sí,87.05639480806276
52,2740.550630140582,Baja,Marketing de Influencia,Sí,83.82705131305535
35,764.6713314479923,Baja,Publicidad en Línea,Sí,77.81798393507063
21,2440.309405847153,Media,Publicidad en Línea,No,97.09706373742354
26,3873.8340697200847,Media,Marketing de Influencia,No,94.60560187227581
19,1276.5146191998697,Alta,Marketing de Contenido,No,47.95332247040736
33,555.1997207514382,Media,Marketing de Contenido,Sí,31.144365713749444
59,354.63931682454,Alta,Marketing de Influencia,Sí,84.50747552336072
26,2532.7157507882775,Baja,Marketing de Contenido,Sí,12.143052752041461
40,492.9418483183559,Alta,Publicidad en Eventos,Sí,72.47354911082722
28,3722.902460510288,Media,Publicidad en Eventos,Sí,50.66939203259283
30,3571.4807022554037,Baja,Marketing de Contenido,Sí,2.4707684071250013
21,3634.472665252375,Alta,Publicidad en Línea,No,13.502853968621654
40,2698.5056291695614,Baja,Marketing de Contenido,Sí,91.55297547873256
30,414.79636933773145,Baja,Publicidad en Eventos,No,15.531774656723519
43,2378.821247626222,Media,Publicidad en Línea,No,32.51341775086206
44,586.8275059143095,Alta,Publicidad en Línea,No,77.97742277387431
58,603.9215478811907,Baja,Marketing de Contenido,Sí,0.9798770902523235
59,506.04493915221485,Baja,Marketing de Influencia,Sí,45.99334120006326
18,749.34326802377,Media,Publicidad en Eventos,Sí,2.648939284512164
56,2256.692089975426,Baja,Marketing de Contenido,Sí,46.64434292067001
45,2397.435252582689,Baja,Marketing de Contenido,Sí,32.16006175388183
58,3174.4395637307257,Baja,Publicidad en Línea,No,44.010041365042575
54,3197.9925822571136,Alta,Marketing de Influencia,No,48.970761783792604
39,1403.41694567377,Media,Marketing de Contenido,Sí,8.238289788607245
39,1945.1389130735388,Alta,Publicidad en Eventos,Sí,70.52136930597612
24,2181.689728832067,Baja,Marketing de Influencia,No,63.705404546209095
30,319.48419463793743,Alta,Publicidad en Línea,Sí,25.2408406881525
25,3545.9743121522083,Baja,Publicidad en Eventos,No,80.8029667716887
21,2142.458456262499,Baja,Marketing de Contenido,No,30.96378983187138
28,2442.741107595925,Media,Publicidad en Eventos,Sí,7.613275887809479
45,1157.928177843073,Baja,Publicidad en Línea,Sí,97.9307553127609
42,3171.345051814657,Alta,Marketing de Contenido,Sí,47.03794340114862
27,1637.2176456051511,Alta,Publicidad en Eventos,No,97.61392134260527
54,2832.0279862669627,Alta,Publicidad en Eventos,Sí,17.403479510649433
26,2208.5078457429945,Alta,Publicidad en Línea,Sí,75.14953599347488
27,3423.867008793896,Alta,Publicidad en Eventos,Sí,46.76972858357858
53,2267.209352765849,Media,Marketing de Contenido,No,85.90636651692971
19,3421.377297832851,Baja,Publicidad en Eventos,No,8.883734465633875
56,1520.1808044240706,Baja,Publicidad en Línea,Sí,31.103200968529134
38,1595.3192168666378,Media,Publicidad en Eventos,No,76.03140796796126
43,2921.3656725913024,Media,Publicidad en Eventos,Sí,21.380746356639225
43,2858.758466834867,Alta,Publicidad en Línea,No,20.4664484352845
23,711.4163071392311,Baja,Marketing de Influencia,No,58.14563417962867
18,1443.2244608610474,Baja,Marketing de Contenido,Sí,88.65773902054828
57,776.1873481975365,Baja,Marketing de Influencia,Sí,16.792386443083775
24,1163.0798414492174,Baja,Publicidad en Línea,Sí,28.311408229201863
24,1676.6609577160514,Baja,Publicidad en Línea,Sí,1.1463224287825091
57,3927.0360663865786,Baja,Publicidad en Línea,Sí,84.69644473585247
35,1673.5093576805523,Alta,Publicidad en Línea,No,70.37675654147456
29,1954.3438906604476,Media,Publicidad en Línea,Sí,99.80563540020746
35,582.6773617252131,Media,Publicidad en Línea,Sí,60.90704851512451
55,1673.6122180233024,Media,Marketing de Influencia,No,85.39690179750515
48,1419.804135090803,Baja,Marketing de Contenido,Sí,89.61643546024438
27,1654.1051043622895,Media,Publicidad en Línea,Sí,54.90802856432187
30,738.5589122709775,Alta,Publicidad en Eventos,No,44.049197202747024
35,2730.528259488244,Media,Marketing de Contenido,Sí,20.146562704141434
54,587.3974767100444,Alta,Marketing de Contenido,Sí,22.195457183752364
50,2876.150079295791,Alta,Publicidad en Línea,Sí,65.71022366391979
21,1172.9747253437752,Baja,Publicidad en Línea,Sí,83.63120362995909
30,2878.264046322074,Alta,Marketing de Influencia,No,24.919696634946366
55,1959.470257579271,Alta,Publicidad en Línea,No,69.0770354740429
25,3853.6006962865363,Alta,Publicidad en Línea,No,78.19305424898954
23,1742.292517995313,Baja,Marketing de Contenido,No,61.47609717703364
35,3326.2792687751435,Media,Marketing de Contenido,Sí,85.46953151182176
36,3774.937875595607,Baja,Marketing de Contenido,Sí,34.680645435079946
36,438.16375443391826,Alta,Publicidad en Línea,Sí,39.91115668922727
35,2518.6935073087197,Media,Marketing de Influencia,Sí,97.4129682093096
51,1261.4891912844955,Baja,Publicidad en Eventos,Sí,60.71323685537823
28,1166.6709921802972,Baja,Publicidad en Eventos,Sí,2.1574905349018625
27,2192.5086873411974,Baja,Publicidad en Eventos,No,69.62841913555697
44,3780.955287798832,Baja,Publicidad en Línea,Sí,71.39526526625316
22,529.1212854076507,Baja,Publicidad en Eventos,No,7.170386347004132
58,3848.8055208748565,Media,Publicidad en Eventos,Sí,70.44965958151805
43,3284.3938626970094,Media,Publicidad en Línea,Sí,52.860819029519014
55,3630.7692489898573,Media,Publicidad en Línea,Sí,75.56170939051495
25,486.32065385811256,Baja,Publicidad en Eventos,Sí,1.2545650900841587
51,1412.7166208831284,Media,Publicidad en Línea,Sí,33.61568114547677
35,752.24296496918,Media,Publicidad en Eventos,No,50.54940949345406
57,1785.7247191145952,Baja,Publicidad en Eventos,Sí,89.33636046373465
35,942.1416857547044,Baja,Marketing de Influencia,Sí,82.63903767724725
56,555.8065555980997,Baja,Publicidad en Línea,Sí,74.41733204667487
26,2693.7780356181406,Baja,Marketing de Contenido,Sí,14.113319699275706
56,2275.783680231696,Media,Publicidad en Eventos,Sí,21.40906511513576
41,3563.2298998592237,Baja,Marketing de Contenido,Sí,93.58371389877318
52,877.3502064704201,Alta,Marketing de Influencia,Sí,8.563986221621867
55,1587.143931642885,Media,Publicidad en Línea,Sí,62.3112193095962
45,2456.08141324433,Media,Marketing de Influencia,Sí,42.83889683362388
22,599.5875972108227,Alta,Publicidad en Línea,No,7.993911193792447
20,3601.336512296067,Media,Marketing de Influencia,No,27.077197506862905
43,3873.9204079434244,Media,Marketing de Contenido,No,56.77037828458453
24,2291.279076702709,Media,Marketing de Contenido,No,75.7046406338793
28,3363.270857625694,Alta,Marketing de Influencia,No,70.1598383038655
37,2119.230902289587,Baja,Publicidad en Eventos,No,67.26468519270858
33,653.9665947534444,Alta,Publicidad en Línea,No,96.84141598177439
38,1787.1068477772978,Baja,Marketing de Contenido,Sí,59.80747765793344
33,2244.5358785819544,Alta,Marketing de Contenido,No,57.29705555740067
53,3009.6290512766464,Media,Publicidad en Línea,Sí,86.30376151232694
25,800.5312804539105,Media,Marketing de Influencia,Sí,23.430236739419918
58,1928.8534476910697,Media,Marketing de Influencia,Sí,12.979683700437516
54,2873.9120194081825,Alta,Publicidad en Eventos,Sí,80.33323284030811
46,2641.6844647410403,Media,Publicidad en Eventos,Sí,30.185577454877222
27,610.9364335602387,Baja,Publicidad en Línea,No,38.8523556038038
54,1544.8163879993988,Alta,Publicidad en Línea,Sí,55.361392503772336
41,477.0415655303405,Media,Marketing de Contenido,No,95.27230095199114
53,853.5838810026543,Baja,Publicidad en Eventos,Sí,54.48064157029603
46,1073.3967579679781,Alta,Publicidad en Eventos,Sí,14.364427338661322
36,1836.178408050827,Baja,Marketing de Contenido,No,98.70486300300722
32,2153.110782259574,Alta,Publicidad en Línea,Sí,19.867641475960653
57,3344.657964455821,Baja,Marketing de Contenido,Sí,44.5422890452874
38,3177.4948605419536,Media,Marketing de Influencia,Sí,5.113136780787331
54,2149.8681751621425,Alta,Marketing de Contenido,Sí,20.531474978281828
26,1444.9865612398698,Media,Publicidad en Línea,No,47.8436968081557
57,791.6780866907721,Media,Publicidad en Eventos,Sí,50.91734444326106
31,3568.4818919716713,Baja,Marketing de Contenido,Sí,5.002207655110935
58,1988.237754002745,Alta,Marketing de Influencia,Sí,57.155683481881034
39,2588.3352733072443,Alta,Marketing de Influencia,Sí,78.10223253963879
50,2873.287757106108,Baja,Publicidad en Línea,Sí,0.6156589346916319
50,3056.2673823777536,Alta,Marketing de Influencia,Sí,13.031886562810712
48,3346.618755929831,Media,Marketing de Contenido,Sí,64.20930395079826
27,2115.1053628156033,Media,Marketing de Contenido,Sí,64.28314585710548
45,1903.0184285388978,Baja,Marketing de Contenido,No,77.017190551843
46,3085.7641275022,Baja,Marketing de Contenido,Sí,76.81064161172644
41,1636.994966874326,Media,Publicidad en Eventos,No,40.10802946214156
46,501.971717884206,Baja,Publicidad en Eventos,No,18.846308268893132
20,3318.9975858816383,Media,Marketing de Influencia,Sí,84.5354508543792
38,2716.7669140774046,Media,Marketing de Contenido,Sí,54.78621271765014
40,1998.690699116008,Alta,Marketing de Influencia,Sí,97.67421920933698
50,3927.086801324285,Baja,Publicidad en Línea,No,33.20763061847146
25,2801.9291387032445,Baja,Publicidad en Eventos,Sí,89.18239245050943
39,795.5215004625163,Alta,Publicidad en Eventos,Sí,38.11593053603269
38,1597.8627687206192,Alta,Publicidad en Eventos,Sí,69.23685664540346
37,2279.4799854539415,Alta,Publicidad en Línea,Sí,31.923067504927115
43,3231.810736030848,Media,Marketing de Influencia,Sí,83.78517743374385
55,3453.7057513914765,Alta,Publicidad en Eventos,Sí,4.3464616453024245
42,2487.842974877879,Baja,Publicidad en Línea,Sí,7.384395768984497
37,585.9526576175645,Media,Marketing de Influencia,No,20.64055484206808
31,1687.3517739031952,Media,Publicidad en Línea,Sí,10.684278075525832
45,1550.807136062871,Baja,Publicidad en Eventos,Sí,35.697935024695994
40,3556.6848095586442,Media,Marketing de Contenido,No,81.42441908477154
45,868.0904776342413,Alta,Marketing de Contenido,No,50.867907336593674
21,1275.0532170391607,Alta,Publicidad en Eventos,Sí,47.134190527111265
51,474.9514708213701,Alta,Marketing de Contenido,Sí,19.534886591953725
47,2023.8232019886918,Media,Marketing de Influencia,Sí,14.015556598402878
39,897.3352044076944,Alta,Marketing de Contenido,Sí,28.910172993102535
20,3913.141436808116,Alta,Publicidad en Eventos,No,85.38985229763497
56,1896.3011821095422,Alta,Marketing de Contenido,Sí,11.657347073289781
42,3651.861627007981,Media,Publicidad en Eventos,Sí,33.5020784559674
35,1049.6356632702918,Baja,Publicidad en Línea,Sí,68.52133866487172
31,2414.8635024310142,Media,Marketing de Contenido,Sí,56.08148407982148
27,3042.0295223181606,Media,Marketing de Contenido,No,67.25066489422655
59,3240.739037879674,Alta,Publicidad en Eventos,Sí,19.545283296507378
43,2762.443141221032,Media,Marketing de Influencia,Sí,64.140563064089
55,3996.373489100973,Media,Publicidad en Eventos,Sí,34.31360945675232
32,2950.281133577339,Baja,Publicidad en Eventos,Sí,87.32387664776022
47,2563.514643532485,Media,Marketing de Contenido,Sí,41.80859773626152
25,3536.7355257438267,Baja,Marketing de Influencia,Sí,63.868095472484946
45,2957.4059689796372,Baja,Publicidad en Eventos,No,0.8745891678278217
46,782.1512680482099,Alta,Publicidad en Eventos,Sí,78.3474651933009
40,3145.3365011897513,Alta,Marketing de Contenido,Sí,90.92318714607305
22,857.4804940400252,Alta,Publicidad en Eventos,Sí,17.443803885852706
21,850.0929902285352,Alta,Publicidad en Línea,Sí,61.09447319310293
42,1374.701986948066,Media,Publicidad en Línea,Sí,62.01193828827177
57,3062.3398284714326,Baja,Publicidad en Eventos,No,51.77684661469024
44,2461.9528791856355,Media,Publicidad en Línea,Sí,75.14889438470914
27,1580.3833790341675,Media,Publicidad en Línea,Sí,2.8605026138666667
59,3263.569951938457,Baja,Publicidad en Línea,Sí,74.98520896283226
25,647.9622743641276,Baja,Marketing de Contenido,No,47.154352114152765
38,1399.784347293799,Baja,Marketing de Contenido,Sí,27.366295377094918
29,3438.5302430393417,Media,Publicidad en Línea,Sí,11.581589347198163
24,1640.9004379798978,Media,Marketing de Contenido,No,32.91345767695566
46,1507.1521632701842,Baja,Marketing de Contenido,Sí,67.77643235323876
20,2279.981860847181,Alta,Marketing de Influencia,Sí,0.21621256714218218
57,3661.751100616259,Media,Marketing de Influencia,Sí,26.105945449445855
45,3859.7312191480855,Media,Publicidad en Eventos,Sí,61.83109974229238
49,593.3308748869415,Baja,Marketing de Influencia,Sí,57.22920816413352
53,3809.338131246259,Baja,Publicidad en Eventos,Sí,92.63626045238816
30,3854.8682738273583,Baja,Marketing de Contenido,Sí,71.58881177708226
18,1592.6726333889007,Alta,Marketing de Influencia,Sí,49.77236257817137
41,366.89103734226524,Baja,Publicidad en Eventos,Sí,27.556367881329656
23,1605.4095015173277,Baja,Marketing de Influencia,Sí,94.28872707118083
18,3150.703077069223,Media,Publicidad en Eventos,Sí,8.887964848682305
53,753.3149193576878,Baja,Marketing de Influencia,No,96.66143682451296
28,1205.4913458694834,Baja,Publicidad en Línea,Sí,24.58623382363586
47,742.5446545410259,Alta,Marketing de Influencia,Sí,49.450905220953736
35,426.40697814212797,Alta,Marketing de Influencia,Sí,45.64248310821266
58,3399.307328025873,Alta,Marketing de Influencia,Sí,8.180003950157255
36,2508.2322502759457,Alta,Marketing de Influencia,No,79.76649733548604
28,3543.848334355282,Baja,Publicidad en Eventos,Sí,21.63027497999963
37,756.4926117296117,Media,Publicidad en Eventos,Sí,11.356089501135557
55,2816.1728886351652,Alta,Publicidad en Línea,No,43.653191886762755
31,2427.6680205263046,Media,Marketing de Contenido,Sí,71.74618628736332
21,3399.8274944532263,Media,Marketing de Contenido,No,93.24529704285642
54,2077.338153307961,Alta,Publicidad en Eventos,No,55.316015666341286
21,1363.6765517783956,Baja,Publicidad en Eventos,No,83.73629026495556
53,2180.2750269386083,Media,Publicidad en Eventos,Sí,19.87495652964084
25,2065.552152873799,Alta,Marketing de Contenido,Sí,38.49527020462457
28,2838.6572911385915,Alta,Publicidad en Eventos,Sí,56.88840137386383
38,3793.383628644161,Baja,Publicidad en Eventos,Sí,29.88369410728371
46,1656.4625836023936,Media,Publicidad en Eventos,Sí,55.628036267572256
26,2411.9775525450573,Alta,Marketing de Influencia,Sí,4.036216582898156
26,1614.2576238439337,Media,Marketing de Contenido,Sí,74.9784136137485
35,2363.785831385527,Baja,Marketing de Contenido,Sí,74.37773001711399
35,3676.6266484569774,Baja,Marketing de Contenido,Sí,90.70762896782306
23,1519.2640053919154,Alta,Publicidad en Línea,Sí,81.85455771865836
49,3749.8130341485953,Baja,Marketing de Contenido,Sí,3.649551909568882
47,3144.086944972795,Baja,Publicidad en Línea,Sí,21.551180393484103
34,2988.7264395693496,Baja,Marketing de Contenido,No,28.781806688697888
40,3281.2956475542737,Baja,Publicidad en Eventos,Sí,64.88585141637977
53,2312.541810298043,Media,Publicidad en Línea,No,73.50478791095112
53,1061.1123787338747,Alta,Marketing de Contenido,Sí,48.26011907064704
34,3961.8532190055203,Alta,Marketing de Influencia,No,99.45304254241628
45,1348.1048418949958,Baja,Publicidad en Eventos,No,98.7433928945454
50,1347.9202640647368,Baja,Marketing de Influencia,Sí,74.73787232055135
20,2252.158413452199,Baja,Publicidad en Eventos,Sí,2.34616637878311
29,1821.478748537801,Media,Publicidad en Línea,Sí,83.77520675138402
36,621.3028642796164,Alta,Publicidad en Línea,No,42.16330720914109
42,1996.4890097258651,Baja,Marketing de Influencia,Sí,53.8762557596497
42,1556.6082267947154,Media,Marketing de Contenido,No,60.595077066420714
18,3684.3035113251813,Alta,Publicidad en Eventos,Sí,39.17982970433599
26,3608.3541329971713,Alta,Publicidad en Línea,Sí,86.74509105409062
41,2540.8412268074158,Alta,Publicidad en Línea,No,85.36264389461212
19,2937.046212195467,Baja,Publicidad en Eventos,Sí,61.57903571693923
47,2475.9177310162995,Alta,Publicidad en Eventos,Sí,13.125219636395414
56,1154.7759250566166,Alta,Publicidad en Línea,Sí,73.97327198941616
56,3098.9628583899907,Alta,Marketing de Contenido,Sí,80.93792503424692
35,1305.0368303375922,Baja,Publicidad en Eventos,Sí,30.4552883567897
37,1652.8283460108375,Baja,Marketing de Contenido,Sí,50.5542633722867
43,3418.749196916247,Baja,Publicidad en Línea,Sí,80.14445275185396
23,1650.6775783708997,Baja,Publicidad en Línea,No,39.718577526764264
39,478.1505187745581,Alta,Marketing de Contenido,No,42.14887363679324
52,387.99246510750885,Baja,Marketing de Contenido,Sí,68.476987229745
51,3005.578946838686,Baja,Marketing de Contenido,Sí,21.69861519545595
56,467.46789478435005,Alta,Marketing de Contenido,Sí,46.06220346492375
45,3984.138279003463,Alta,Marketing de Influencia,No,41.72619583771733
59,3973.354675513641,Baja,Publicidad en Línea,Sí,5.424307408268536
55,1852.4938936566473,Baja,Publicidad en Eventos,Sí,92.77555142926244
22,1216.0460969036164,Alta,Publicidad en Línea,No,23.202494012291364
37,3288.1058655603247,Media,Publicidad en Línea,No,94.63964634301655
51,3001.9973104689752,Baja,Marketing de Influencia,Sí,60.670982417081056
39,3778.15753506255,Alta,Marketing de Contenido,Sí,14.862180803743808
22,1103.7979322728202,Baja,Publicidad en Línea,Sí,56.02628183760472
43,3806.6150155976948,Baja,Marketing de Influencia,Sí,52.717252908190545
25,2514.7543934477744,Baja,Publicidad en Eventos,No,67.02348940091399
54,2345.3004943251276,Baja,Marketing de Influencia,No,6.111975290781424
49,2609.870388007292,Media,Marketing de Contenido,Sí,92.23686092016914
20,1302.6115262424867,Media,Marketing de Influencia,No,54.40354805688631
43,1672.6071801971711,Baja,Marketing de Contenido,Sí,65.58333548100019
30,3572.156375346138,Media,Publicidad en Eventos,No,93.3852837244763
23,2735.7888291651916,Alta,Publicidad en Línea,No,81.72903286135583
53,3497.5952019567935,Media,Publicidad en Línea,Sí,63.78592779060948
48,1361.800053944405,Media,Publicidad en Eventos,Sí,87.95102911667858
27,571.4708505795886,Baja,Marketing de Influencia,Sí,81.93496233687124
35,800.079093623589,Media,Publicidad en Línea,No,16.0655754393643
47,1255.7770893065033,Alta,Publicidad en Línea,No,41.763798291623175
29,2128.73220720326,Media,Marketing de Contenido,No,3.261106698253069
52,1009.4913071661123,Alta,Marketing de Influencia,No,41.502168133748555
51,2810.762170435472,Baja,Publicidad en Línea,Sí,34.2915932698029
46,3179.2167393429527,Alta,Marketing de Influencia,Sí,20.136677590284457
40,2938.378289947265,Alta,Publicidad en Línea,No,95.03676318546592
43,2992.9870914765115,Media,Marketing de Contenido,Sí,10.314495617148722
45,2409.6853899020375,Alta,Publicidad en Línea,Sí,10.485526952719315
35,3054.549075936312,Baja,Marketing de Contenido,Sí,69.05604899667533
51,3573.6801727410966,Alta,Marketing de Influencia,Sí,58.011923827495885
51,2664.449626713643,Media,Marketing de Contenido,Sí,20.493006911182064
43,3790.5498104228227,Media,Marketing de Contenido,No,30.055920559482786
38,2371.8052717892115,Media,Marketing de Contenido,Sí,99.05115156850496
25,2769.659943563987,Baja,Marketing de Influencia,Sí,5.923555281004411
18,2060.883457254118,Media,Publicidad en Eventos,No,1.8798750019810129
30,2338.708606010643,Alta,Publicidad en Eventos,Sí,90.77190588087446
25,3091.7410242127758,Alta,Publicidad en Línea,Sí,6.07359149005422
41,3993.856618647803,Media,Publicidad en Eventos,No,5.545697293890239
56,476.1274512238733,Alta,Publicidad en Eventos,No,75.1750949563733
20,2323.2664676662835,Baja,Marketing de Contenido,Sí,13.206572606912525
27,1814.7058842418426,Baja,Marketing de Contenido,Sí,91.94861781032219
48,3738.9693482139105,Baja,Publicidad en Eventos,Sí,48.71127288087688
44,873.1899438808906,Alta,Publicidad en Eventos,Sí,42.22391758379743
30,3347.745069345865,Media,Marketing de Influencia,Sí,50.42958826186391
36,782.5496418067737,Baja,Publicidad en Eventos,No,14.370939466398823
57,3159.572616989049,Baja,Publicidad en Eventos,Sí,12.592661100888847
47,3603.1683294673635,Media,Publicidad en Eventos,Sí,29.86701303211242
56,3062.088915293625,Baja,Publicidad en Eventos,Sí,51.753946309537824
24,3812.9479194037954,Media,Publicidad en Línea,Sí,94.83270028738602
20,2521.1633729049295,Media,Publicidad en Línea,Sí,15.791164760087995
31,1339.5655483774456,Media,Publicidad en Línea,Sí,24.785214597854242
34,3509.4701972185476,Baja,Marketing de Contenido,Sí,65.99391632317794
49,3073.980560532795,Baja,Marketing de Influencia,Sí,23.783496715410447
26,3402.208405708159,Media,Marketing de Influencia,Sí,79.08252852355594
59,2257.5543493669174,Baja,Publicidad en Línea,Sí,41.05076017566209
57,3416.467177152364,Alta,Publicidad en Eventos,Sí,69.05913700300276
49,726.1473339133149,Alta,Publicidad en Línea,Sí,52.993566990938454
43,3702.6536956096656,Baja,Marketing de Influencia,Sí,80.2986546286882
36,1135.9093937211142,Media,Marketing de Influencia,Sí,90.88978721961254
37,3206.4562600235017,Media,Publicidad en Línea,No,39.393940593536705
46,303.6352028150453,Alta,Publicidad en Línea,No,54.145780437562294
19,3740.0135482054375,Media,Marketing de Contenido,Sí,85.30069143397392
44,3820.954584192588,Baja,Publicidad en Línea,Sí,12.469428189889609
48,3763.6875878061664,Baja,Publicidad en Eventos,Sí,85.9876777315778
39,2330.323991966503,Baja,Marketing de Influencia,Sí,44.37609858849323
29,955.3953685322491,Baja,Publicidad en Línea,No,91.11372678903918
53,578.3680499081651,Media,Publicidad en Línea,Sí,92.65459573234902
52,2602.339015175787,Baja,Marketing de Influencia,Sí,77.46374928253331
18,2273.579378914075,Media,Marketing de Contenido,Sí,7.804473801355815
42,2047.416590070298,Baja,Marketing de Influencia,Sí,52.89635673604531
50,678.5925074460788,Baja,Marketing de Influencia,Sí,91.48210184160162
58,3535.972298721479,Alta,Marketing de Influencia,Sí,40.526852582571124
22,2992.9664463606455,Baja,Publicidad en Línea,No,15.993866317813431
47,3535.3906253468085,Baja,Publicidad en Eventos,No,60.55397769605266
36,1743.6556217421466,Alta,Publicidad en Eventos,Sí,4.053287470684264
55,2580.460096399498,Alta,Marketing de Contenido,No,4.137373412208967
57,2073.8619668992837,Alta,Publicidad en Línea,No,55.419370533798975
20,3937.8350734512924,Media,Marketing de Contenido,No,89.76248032561358
51,1742.9336690605662,Baja,Publicidad en Línea,Sí,35.28984722647917
43,3317.7323330825943,Baja,Publicidad en Línea,Sí,49.54350581037612
45,2482.1907315697163,Media,Marketing de Contenido,Sí,88.10935073737457
40,1464.1701838508136,Alta,Publicidad en Línea,No,16.082623837988375
24,1823.6436331929312,Baja,Marketing de Influencia,Sí,15.2713711704076
47,1603.6323544676472,Media,Publicidad en Eventos,Sí,90.55061670566624
50,3130.3775355689236,Baja,Publicidad en Eventos,Sí,67.90876677617993
57,2766.0874537998625,Alta,Marketing de Contenido,Sí,68.92061903652532
41,730.0453231267359,Baja,Marketing de Influencia,No,12.357303502446381
55,3163.3817982635082,Baja,Marketing de Influencia,No,56.46933299773925
28,2006.9878555668038,Media,Publicidad en Eventos,Sí,66.69361157447747
27,1508.1232791914722,Media,Marketing de Contenido,No,65.4098972147429
19,1683.3961676649449,Media,Marketing de Contenido,Sí,48.184362045393634
18,781.3105994465138,Media,Publicidad en Eventos,Sí,66.7697949667962
21,1455.568246246481,Media,Marketing de Influencia,Sí,75.63834049800322
43,940.9929862624043,Alta,Publicidad en Eventos,Sí,95.92405358930934
58,1993.1438891627627,Alta,Marketing de Influencia,Sí,91.69023461006692
30,2253.277160093222,Alta,Publicidad en Línea,No,24.700052255370764
21,3963.07260765567,Baja,Marketing de Influencia,Sí,35.133682095918076
52,3144.9195226549155,Media,Marketing de Influencia,Sí,32.977238555595335
45,2256.9073878337213,Alta,Publicidad en Eventos,No,68.79875254184445
19,1685.0145352531893,Alta,Marketing de Contenido,Sí,91.7552683217751
26,888.3255618795121,Alta,Marketing de Contenido,Sí,1.202782828847937
56,1703.4014405508542,Baja,Publicidad en Línea,Sí,37.22098826144443
51,2314.945694924333,Alta,Publicidad en Línea,Sí,97.50250296838607
49,957.895887986926,Baja,Marketing de Influencia,Sí,56.47747252673347
47,3629.6819866086444,Media,Publicidad en Eventos,Sí,95.4908093117479
31,2664.733467911771,Baja,Marketing de Contenido,Sí,5.607098873578453
32,1798.622763093534,Baja,Publicidad en Eventos,Sí,5.874240835896627
46,3238.747704952049,Alta,Publicidad en Eventos,Sí,48.186306197154735
34,797.8315810056324,Media,Publicidad en Eventos,Sí,83.93533577243352
53,3399.803217819935,Alta,Publicidad en Eventos,Sí,57.021464394285516
42,370.01544927504045,Alta,Publicidad en Eventos,Sí,9.186926555833342
24,1761.811808846475,Media,Publicidad en Línea,Sí,79.43664477326668
36,2367.53768456653,Baja,Publicidad en Línea,Sí,47.20268207166691
51,921.326734886315,Baja,Marketing de Contenido,Sí,13.967771544327345
26,2778.314727519577,Alta,Publicidad en Línea,Sí,55.281954234546326
32,3856.102489874691,Baja,Marketing de Contenido,Sí,55.15787398597385
36,599.395552169458,Media,Marketing de Contenido,Sí,21.223531722082136
59,334.17276337737337,Baja,Publicidad en Eventos,No,95.61404820023637
57,2920.56872919981,Media,Publicidad en Eventos,Sí,59.860406040735505
42,3235.4174944734855,Media,Marketing de Contenido,Sí,45.15247576933056
30,1840.2247412640395,Media,Marketing de Contenido,Sí,25.336037753471384
27,1579.9565754469172,Media,Publicidad en Eventos,No,41.12475121827096
51,1601.0497732628132,Alta,Marketing de Influencia,No,74.75242010248341
51,3402.592270084137,Baja,Publicidad en Línea,Sí,97.32527587572557
42,513.8671506829077,Baja,Publicidad en Eventos,Sí,81.45175251579386
33,3245.901578949349,Baja,Marketing de Influencia,Sí,73.2263426442528
57,824.2772244679858,Media,Marketing de Contenido,No,56.18986458922557
24,3336.960748208769,Alta,Marketing de Influencia,Sí,58.45617354953602
35,2303.4192167709098,Alta,Publicidad en Eventos,Sí,49.3644056781437
26,3392.915362326942,Media,Marketing de Influencia,Sí,29.612871975218745
19,840.2273757328261,Media,Marketing de Influencia,No,0.47022401550149695
25,835.3397084881847,Baja,Publicidad en Eventos,Sí,14.864375509276083
38,1095.8609271905098,Alta,Publicidad en Línea,No,51.25253899289292
